"name","artists","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"Según Quién","Maluma, Carin Leon","142334","Don Juan","2023-08-25","0.909","0.762","9","-3.974","1","0.0643","0.434","0.0","0.0856","0.843","101.987"
"LA INOCENTE","Mora, Feid","202173","MICRODOSIS","2022-04-01","0.757","0.789","5","-3.46","0","0.0583","0.307","0.0","0.0717","0.464","91.911"
"Es un Secreto","Plan B","190560","House Of Pleasure","2010-07-20","0.841","0.783","6","-4.915","0","0.0432","0.106","2.49e-06","0.0528","0.514","94.989"
"LALA","Myke Towers","197920","LA VIDA ES UNA","2023-03-23","0.708","0.737","1","-4.045","1","0.0436","0.0739","0.00162","0.0955","0.607","91.986"
"El Malo","Eladio Carrion, Sech","209655","Sol María","2024-01-19","0.53","0.617","9","-6.25","0","0.141","0.254","0.0","0.268","0.442","174.102"
"MODELITO","Mora, YOVNGCHIMI","190496","PARAÍSO","2022-11-03","0.711","0.752","7","-7.574","0","0.2","0.191","0.0106","0.338","0.528","145.047"
"Lollipop","Darell","199946","EVERYBODY GO TO THE DISCOTEK","2023-07-28","0.822","0.711","6","-4.943","1","0.0668","0.179","1.46e-05","0.083","0.934","102.984"
"DONDE SE APRENDE A QUERER?","Mora","144427","ESTRELLA","2023-08-28","0.722","0.519","8","-10.142","1","0.297","0.555","0.0","0.118","0.779","170.058"
"Sonrisa","Eladio Carrion","152380","Sol María","2024-01-19","0.643","0.458","9","-7.75","0","0.0743","0.256","0.0","0.089","0.363","126.099"
"Tanta Droga","Eladio Carrion, Arcángel, De La Ghetto","248878","Sol María","2024-01-19","0.758","0.602","6","-5.468","0","0.0483","0.201","0.0","0.115","0.501","124.067"
"LA FALDA","Myke Towers","174229","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.8","0.738","7","-4.26","1","0.0691","0.372","0.00877","0.19","0.267","103.008"
"La Bachata","Manuel Turizo","162637","2000","2023-03-17","0.835","0.679","7","-5.329","0","0.0364","0.583","1.98e-06","0.218","0.85","124.98"
"Holanda","Jhayco","231693","Holanda","2023-07-28","0.831","0.759","1","-3.627","0","0.0502","0.277","0.0","0.125","0.244","107.961"
"Narcotics (with Bryant Myers)","Dei V, Bryant Myers","173991","Narcotics (with Bryant Myers)","2023-09-14","0.711","0.718","1","-5.671","1","0.0994","0.379","0.0","0.119","0.689","159.953"
"CUAL ES ESA","Feid, Pirlo","172506","FERXXOCALIPSIS","2023-12-01","0.916","0.481","6","-4.483","0","0.194","0.0179","0.0","0.121","0.714","95.998"
"MI EX TENÍA RAZÓN","KAROL G","154374","MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10","0.634","0.725","5","-4.945","0","0.0587","0.0776","0.0","0.211","0.795","159.845"
"Tranquila Baby","Eladio Carrion","128000","Sol María","2024-01-19","0.731","0.488","5","-6.612","0","0.0995","0.0677","0.0","0.105","0.682","82.37"
"FINA","Bad Bunny, Young Miko","216327","nadie sabe lo que va a pasar mañana","2023-10-13","0.847","0.724","1","-5.41","1","0.298","0.0869","1.11e-06","0.118","0.396","94.601"
"NO ME QUIERO CASAR","Bad Bunny","225654","nadie sabe lo que va a pasar mañana","2023-10-13","0.914","0.698","1","-5.228","1","0.115","0.32","8.76e-06","0.083","0.757","99.011"
"Hey Mor","Ozuna, Feid","196600","OzuTochi","2022-10-07","0.901","0.589","1","-6.713","0","0.289","0.00302","0.000237","0.0992","0.399","98.002"
"REINA","Mora, Saiko","211879","ESTRELLA","2023-08-28","0.724","0.578","10","-7.117","1","0.0819","0.632","1.06e-06","0.0943","0.757","167.985"
"Normal","Feid","171880","FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14","0.709","0.56","4","-4.867","0","0.171","0.034","0.0","0.315","0.541","170.082"
"Todo Lit","Eladio Carrion, Duki","241951","Sol María","2024-01-19","0.801","0.659","10","-6.551","0","0.202","0.0501","0.0","0.0909","0.496","123.002"
"Dame Un Break","Rawayana","200598","¿Quién trae las cornetas?","2023-09-21","0.863","0.599","3","-7.268","0","0.105","0.137","0.00154","0.116","0.439","115.028"
"THUNDER Y LIGHTNING","Bad Bunny, Eladio Carrion","217133","nadie sabe lo que va a pasar mañana","2023-10-13","0.552","0.744","4","-2.656","0","0.124","0.496","0.0","0.112","0.627","156.027"
"Una Foto Remix (feat. Emilia)","Mesita, Nicki Nicole, Tiago PZK, Emilia","243898","Una Foto Remix (feat. Emilia)","2024-01-05","0.76","0.703","6","-3.667","1","0.0631","0.313","0.0","0.0784","0.739","96.033"
"HOLA PERDIDA","Luck Ra, KHEA","166536","HOLA PERDIDA","2024-01-05","0.498","0.812","2","-5.809","0","0.0706","0.14","0.0","0.746","0.538","151.461"
"La Morocha","Luck Ra, BM","134144","La Morocha","2023-07-07","0.753","0.77","7","-5.751","1","0.0341","0.0966","0.0","0.279","0.971","149.144"
"Inocente","Roze Oficial, Peipper","171500","Inocente","2023-12-01","0.615","0.728","11","-4.136","1","0.0752","0.485","0.0","0.0672","0.84","89.681"
"Bronceado - Remix","Marama, MYA, Robleis","156631","Bronceado (Remix)","2023-12-13","0.613","0.775","0","-4.241","1","0.032","0.254","0.0","0.275","0.727","142.437"
"ROZE | DJ TAO Turreo Sessions #22","DJ Tao, Roze Oficial","155291","ROZE | DJ TAO Turreo Sessions #22","2023-11-23","0.814","0.63","5","-3.69","0","0.0881","0.0805","0.0","0.101","0.702","89.974"
"La_Original.mp3","Emilia, TINI","140625",".mp3","2023-11-03","0.833","0.809","5","-2.751","0","0.0381","0.0836","0.0","0.112","0.905","128.055"
"Besos con Fernet","Rusherking, Marama","147375","Besos con Fernet","2023-11-07","0.742","0.692","11","-3.687","1","0.0469","0.179","0.0","0.188","0.897","100.03"
"QUE ME FALTE TODO","Luck Ra, Abel Pintos","165918","QUE ME FALTE TODO","2023-10-26","0.73","0.854","3","-5.115","0","0.0515","0.0935","0.0","0.688","0.966","148.038"
"Exclusive.mp3","Emilia","120600",".mp3","2023-11-03","0.858","0.677","8","-4.294","1","0.118","0.106","0.0","0.246","0.584","100.046"
"Linda - Remix","Marka Akme, DJ Tao, Lauty Gram, Migrantes, Peipper","234105","Linda (Remix)","2023-09-27","0.78","0.63","9","-4.719","1","0.105","0.307","0.0","0.18","0.789","87.999"
"Sin Querer","Fer Vazquez, Flor Alvarez","141071","Sin Querer","2023-12-14","0.715","0.541","9","-6.909","0","0.041","0.2","0.0","0.138","0.735","83.975"
"Ni Una Ni Dos","BM","158535","Ni Una Ni Dos","2023-06-28","0.781","0.601","7","-5.817","1","0.0459","0.513","0.0","0.268","0.853","88.06"
"El Amor De Mi Vida","Los Ángeles Azules, Maria Becerra","184586","El Amor De Mi Vida","2023-08-18","0.618","0.793","11","-4.013","0","0.0493","0.163","0.0","0.0822","0.688","88.01"
"Un Finde | CROSSOVER #2","Big One, FMK, Ke Personajes","162500","Un Finde | CROSSOVER #2","2023-04-04","0.499","0.519","11","-8.199","1","0.0595","0.109","0.0","0.276","0.848","192.147"
"Quiero Creer","Luck Ra, La T y La M, Rusherking","145054","Quiero Creer","2023-02-03","0.678","0.624","6","-3.712","1","0.0589","0.279","0.0","0.105","0.927","90.983"
"Mentiras | CROSSOVER #3","Big One, Ulises Bueno, Rusherking","168000","Mentiras | CROSSOVER #3","2023-07-25","0.736","0.512","11","-10.957","1","0.0771","0.00705","0.0","0.197","0.802","149.987"
"FLECHAZO EN EL CENTRO","YSY A, Bhavi, Milo j","185241","TU DUO FAVORITO","2023-09-06","0.767","0.607","5","-6.875","0","0.0516","0.0927","0.0","0.112","0.38","104.98"
"Una Foto","Mesita","122500","Una Foto","2023-08-15","0.811","0.649","6","-5.089","1","0.111","0.343","0.0","0.121","0.756","96.076"
"Bad Boy","Sayian Jimmy, Nysix Music","159101","Controlando el Ki","2023-11-10","0.577","0.513","10","-7.653","0","0.0541","0.0613","0.0","0.338","0.502","177.939"
"GTA.mp3","Emilia","151653",".mp3","2023-11-03","0.882","0.783","7","-4.023","0","0.0985","0.0605","4.74e-05","0.141","0.555","127.035"
"PRINCESITA DE ...","Jere Klein, Nickoog Clk, Lucky Brown, El BAI","162397","ÉNFASIS","2023-12-01","0.877","0.647","9","-4.63","0","0.15","0.0208","1.14e-06","0.048","0.828","97.973"
"M.A.I","Milo j","184027","111","2023-11-30","0.364","0.572","10","-5.861","0","0.0341","0.758","0.0","0.229","0.514","80.363"
"Ya No Vuelvas (Versión Cuarteto)","Luck Ra, La K'onga, Ke Personajes","204000","Ya No Vuelvas (Versión Cuarteto)","2022-12-01","0.736","0.9","1","-4.575","1","0.0825","0.224","0.0","0.375","0.562","149.947"
"Lágrimas | CROSSOVER #4","Big One, TINI, BM","167419","Lágrimas | CROSSOVER #4","2023-10-10","0.771","0.656","5","-4.078","0","0.065","0.0863","0.0","0.115","0.609","93.069"
"Salgo a Bailar","FMK, Emilia","157830","Salgo a Bailar","2023-07-14","0.73","0.656","10","-2.628","1","0.0454","0.012","0.0","0.0872","0.694","137.829"
"SINVERGÜENZA - con Angela Torres","Emanero, Karina, j mena, Angela Torres","217490","SINVERGÜENZA - con Angela Torres","2023-12-05","0.729","0.807","0","-4.468","1","0.0307","0.111","0.0","0.145","0.654","94.021"
"Ahi Ahi","El negro tecla","176796","Ahi Ahi","2021-12-08","0.781","0.573","7","-6.439","0","0.107","0.373","0.0","0.117","0.516","89.911"
"En La Intimidad | CROSSOVER #1","Big One, Emilia, Callejero Fino","165854","En La Intimidad | CROSSOVER #1","2023-02-01","0.804","0.555","1","-4.991","1","0.107","0.0924","0.0","0.0699","0.64","89.946"
"Que Dolor","LA NUEVA ESCUELA","181745","Que Dolor","2023-02-01","0.61","0.855","7","-4.166","1","0.0548","0.129","0.0","0.0571","0.819","131.18"
"ANDO","Jere Klein, Gittobeatz","172774","ÉNFASIS","2023-12-01","0.869","0.568","8","-8.648","0","0.0729","0.0023","0.00177","0.0778","0.35","98.015"
"ADIÓS","Maria Becerra","160856","LA NENA DE ARGENTINA","2022-12-08","0.747","0.765","9","-4.184","0","0.0547","0.374","4.66e-06","0.202","0.514","98.012"
"Tu y Yo","LA NUEVA ESCUELA","127628","Tu y Yo","2022-12-30","0.569","0.707","8","-4.005","1","0.079","0.106","0.0","0.0403","0.765","75.161"
"CORAZÓN VACÍO","Maria Becerra","160535","CORAZÓN VACÍO","2023-06-22","0.681","0.792","1","-4.795","1","0.0587","0.334","2.05e-06","0.295","0.4","98.09"
"Rara Vez","Taiu, Milo j","128677","Rara Vez","2023-02-08","0.838","0.708","5","-4.668","0","0.166","0.176","0.0","0.343","0.96","119.984"
"Ya no me duele :,)","Bauti Mascia, Cele Arrabal","157021","Ya no me duele :,)","2023-12-14","0.664","0.748","11","-5.981","0","0.0435","0.257","1.05e-06","0.0791","0.779","135.245"
"Los del Espacio","LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK","338000","Los del Espacio","2023-06-01","0.813","0.682","0","-3.598","1","0.0402","0.107","0.0","0.108","0.634","120.011"
"DIME SI ERES FELIZ VOL.2","BM, Hernan y La Champion's Liga","171667","DIME SI ERES FELIZ VOL.2","2023-08-30","0.713","0.445","9","-9.624","1","0.0391","0.396","0.0","0.247","0.693","89.896"
"Amigo Remix","El Villano, BM, Migrantes","141501","Amigo Remix","2023-07-20","0.75","0.681","2","-6.307","1","0.0435","0.234","0.0","0.227","0.611","81.982"
"OJITOS ROJOS","Grupo Frontera, Ke Personajes","221601","El Comienzo","2023-08-25","0.721","0.782","11","-3.51","1","0.045","0.251","0.0","0.107","0.77","90.001"
"No_Se_Ve.mp3","Emilia, LUDMILLA, ZECCA","203636",".mp3","2023-11-03","0.765","0.659","11","-5.059","0","0.0825","0.0892","3.83e-05","0.149","0.567","132.066"
"Fruto","Bizarrap, Milo j","132294","en dormir sin Madrid","2023-10-04","0.801","0.517","2","-8.205","0","0.269","0.494","1.45e-06","0.355","0.923","160.254"
"Le Gustan lo' Flaites","El Joan, Celso El Potente","183328","Le Gustan lo' Flaites","2023-03-17","0.73","0.697","9","-3.067","1","0.0658","0.079","0.0","0.0494","0.42","94.944"
"Something in the Orange","Zach Bryan","228013","Something in the Orange","2022-04-22","0.369","0.192","4","-12.151","0","0.04","0.555","8.35e-06","0.0954","0.148","175.212"
"500lbs","Lil Tecca","144390","TEC","2023-09-22","0.722","0.785","7","-5.451","0","0.0763","0.0942","0.0","0.119","0.529","122.986"
"IDGAF (feat. Yeat)","Drake, Yeat","260111","For All The Dogs","2023-10-06","0.663","0.67","8","-8.399","1","0.271","0.0464","8.92e-05","0.205","0.138","136.952"
"Last Night","Morgan Wallen","163854","One Thing At A Time","2023-03-03","0.492","0.675","6","-5.456","1","0.0389","0.467","0.0","0.142","0.478","203.759"
"I KNOW ?","Travis Scott","211582","UTOPIA","2023-07-28","0.927","0.619","5","-4.441","0","0.0539","0.0186","0.0","0.104","0.817","117.995"
"Pink + White","Frank Ocean","184516","Blonde","2016-08-20","0.545","0.545","9","-7.362","1","0.107","0.667","5.48e-05","0.417","0.549","159.94"
"See You Again (feat. Kali Uchis)","Tyler, The Creator, Kali Uchis","180386","Flower Boy","2017-07-21","0.558","0.559","6","-9.222","1","0.0959","0.371","7.49e-06","0.109","0.62","78.558"
"Lovers Rock","TV Girl","213920","French Exit","2014-06-05","0.559","0.871","5","-5.338","0","0.0397","7.53e-06","0.00545","0.096","0.572","104.97"
"No Role Modelz","J. Cole","292799","2014 Forest Hills Drive","2014-12-09","0.69","0.521","10","-8.492","0","0.339","0.324","0.0","0.0534","0.494","100.028"
"act ii: date @ 8","4batz","113684","act ii: date @ 8","2023-12-15","0.718","0.417","5","-13.02","0","0.0502","0.435","8.73e-05","0.0748","0.749","138.811"
"exes","Tate McRae","159400","THINK LATER","2023-12-08","0.821","0.575","5","-6.57","0","0.0589","0.173","0.000242","0.114","0.611","136.962"
"Thinkin’ Bout Me","Morgan Wallen","177387","One Thing At A Time","2023-03-03","0.656","0.757","3","-5.775","0","0.0308","0.492","0.0","0.117","0.429","139.971"
"FE!N (feat. Playboi Carti)","Travis Scott, Playboi Carti","191700","UTOPIA","2023-07-28","0.569","0.882","3","-2.777","0","0.06","0.0316","0.0","0.142","0.201","148.038"
"Not Allowed","TV Girl","167864","Who Really Cares","2016-02-25","0.67","0.905","1","-6.855","1","0.129","0.669","0.000227","0.349","0.563","104.965"
"Heartless","Kanye West","211000","808s & Heartbreak","2008-11-24","0.79","0.647","10","-5.983","0","0.136","0.0515","0.0","0.248","0.654","87.999"
"Shut up My Moms Calling","Hotel Ugly","164571","Shut up My Moms Calling","2020-02-10","0.485","0.409","9","-10.711","0","0.101","0.325","0.0","0.103","0.376","138.419"
"Is It Over Now? (Taylor's Version) (From The Vault)","Taylor Swift","229477","1989 (Taylor's Version)","2023-10-26","0.596","0.658","0","-7.346","1","0.036","0.0504","0.0","0.127","0.176","100.012"
"all of me","21 Savage","198292","american dream","2024-01-12","0.653","0.805","5","-5.708","0","0.304","0.12","1.17e-05","0.842","0.791","159.947"
"Father Stretch My Hands Pt. 1","Kanye West","135920","The Life Of Pablo","2016-06-10","0.724","0.573","7","-4.113","1","0.0549","0.118","0.0","0.538","0.438","113.088"
"Teresa & Maria","alyona alyona, Jerry Heil","179473","Teresa & Maria","2024-01-11","0.694","0.651","7","-6.83","0","0.0342","0.321","0.0","0.111","0.251","114.037"
"Дымок","Ицык Цыпер, Игорь Цыба","139925","Дымок","2023-08-11","0.864","0.586","7","-8.007","1","0.0676","0.394","0.255","0.142","0.663","133.976"
"Нефертити","Ицык Цыпер, Игорь Цыба","129250","Нефертити","2023-10-13","0.988","0.447","2","-9.23","1","0.168","0.115","0.00104","0.0963","0.56","119.995"
"Покохай мене","Chico, Qatoshi, 100лиця","176666","Покохай мене","2023-11-12","0.855","0.888","0","-5.451","1","0.217","0.0261","0.0","0.249","0.871","124.987"
"Я щаслива - Лікарі кажуть","Klavdia Petrivna","121666","Бережи мене","2023-09-22","0.925","0.472","10","-11.013","0","0.17","0.747","2.26e-05","0.0897","0.705","107.021"
"Знайди мене","Klavdia Petrivna","150723","Бережи мене","2023-09-22","0.759","0.464","7","-12.208","0","0.0577","0.712","0.446","0.215","0.143","109.974"
"Montagem Mysterious Game","LXNGVX","103495","Montagem Mysterious Game","2023-12-01","0.537","0.64","1","-10.441","1","0.104","0.146","0.878","0.157","0.222","130.051"
"Силуети","SadSvit, СТРУКТУРА ЩАСТЯ","177346","Силуети","2022-10-28","0.527","0.861","8","-6.73","1","0.0388","0.0155","0.0311","0.276","0.387","77.498"
"Це любов","Kalush Orchestra","156338","Це любов","2023-12-14","0.792","0.485","10","-6.601","0","0.0745","0.44","0.0","0.0787","0.437","141.957"
"Bling-Bang-Bang-Born","Creepy Nuts","168135","Bling-Bang-Bang-Born","2024-01-07","0.853","0.822","6","-6.836","0","0.246","0.0841","0.00985","0.166","0.746","157.013"
"Крепче","KRBK","120111","Крепче","2016-01-05","0.769","0.31","9","-14.249","0","0.372","0.872","0.0","0.144","0.71","77.994"
"Meet you at the Graveyard","Cleffy","172199","Clean Sheets, dirty walls","2023-10-06","0.602","0.386","8","-12.465","1","0.0379","0.57","0.000421","0.0919","0.164","145.016"
"Lost Angeles","FRIENDLY THUG 52 NGG","114437","Cristoforo Colombo","2023-11-03","0.788","0.544","7","-9.738","0","0.324","0.141","0.0","0.0947","0.411","75.474"
"Додому","Wellboy","169956","8 марабу","2022-12-16","0.72","0.674","7","-7.344","0","0.0828","0.125","0.00258","0.0928","0.219","76.617"
"Не втратимо зв'язок","alyona alyona","148536","Не втратимо зв'язок","2023-04-13","0.793","0.707","9","-4.367","0","0.12","0.328","0.0","0.0872","0.561","81.977"
"Хай пишуть","DOROFEEVA","162794","Хай пишуть","2023-12-07","0.772","0.602","0","-7.01","0","0.0353","0.0712","6.09e-06","0.18","0.602","136.0"
"Кохаю, але не зовсім","DOROFEEVA","199567","Кохаю, але не зовсім","2023-06-21","0.873","0.616","0","-8.565","0","0.11","0.0487","0.0","0.159","0.542","130.13"
"Разноцветные таблетки","5mewmet","117740","Кетаминовая яма","2023-06-30","0.912","0.878","2","-4.517","1","0.343","0.0565","0.000222","0.255","0.677","134.951"
"Холод","shadowraze","123789","Холод","2023-08-25","0.631","0.581","10","-10.37","0","0.139","0.225","0.000495","0.11","0.107","94.998"
"Dayang","Big Baby Tape","167033","VARSKVA","2023-11-24","0.942","0.409","1","-6.445","0","0.0752","0.428","0.0","0.169","0.618","137.986"
"Спалахи","POSITIFF","131700","Спалахи","2023-05-19","0.753","0.836","6","-3.912","0","0.1","0.0403","0.000123","0.0329","0.819","99.969"
"Погляд","YAKTAK, SOBOL'","176727","Погляд","2022-10-13","0.761","0.793","9","-4.578","0","0.0469","0.0908","6.68e-06","0.566","0.548","110.043"
"Небо хилиться","alyona alyona, KOLA","157846","Небо хилиться","2023-06-15","0.827","0.613","1","-4.361","1","0.0484","0.196","0.0","0.0891","0.634","130.098"
"Мефистофель","5mewmet","86177","Кетаминовая Яма 2","2023-11-17","0.804","0.869","9","-1.552","0","0.182","0.0374","0.0094","0.161","0.938","145.006"
"Порічка","YAKTAK, KOLA","159000","Порічка","2023-04-05","0.747","0.711","11","-5.448","0","0.0645","0.348","0.0","0.311","0.766","125.487"
"TryToFriend","FORTUNA 812","112423","TryToFriend","2023-12-18","0.611","0.565","1","-4.732","1","0.0452","0.0145","0.0","0.637","0.409","140.03"
"Щоб не було","DOROFEEVA","110526","Щоб не було","2022-12-08","0.869","0.456","11","-8.533","0","0.497","0.681","0.0","0.0698","0.381","114.136"
"Буревіями - 2023 Remastered Version","SHUMEI, ZLATA OGNEVICH","227560","Комета","2023-12-20","0.699","0.522","5","-7.43","0","0.0394","0.529","0.0","0.0982","0.304","130.024"
"Хочеш","Після Дощу","147972","Хочеш","2023-03-28","0.588","0.593","11","-7.975","0","0.0382","0.0897","0.000591","0.112","0.263","147.953"
"CLEARED - Remix","Lilithzplug","126481","Meet The Lilithz","2023-06-10","0.631","0.593","11","-9.014","0","0.0796","0.685","0.0462","0.0799","0.457","129.868"
"Люди","MamaRika, KOLA","169500","Люди","2023-02-16","0.727","0.539","11","-6.145","0","0.0403","0.486","0.0","0.126","0.276","120.045"
